Test Name,,,,,,SW_SIT,SW_DC,SW_LV_DIE1,CONT4,PRE_OS_GS1,PRE_OS_DS1,SW_LV_DIE2,PRE_OS_GS2,PRE_OS_DS2,SW_LV_DIE,PRE_OS_GS3,PRE_OS_DS3,IGSS1_1,IGSS1_2,BVSS,ISS1,VGS(OFF),RSSON1,RSSON2,VFSS,IGSS2_1,IGSS2_2,ISS2,POST_OS_CHK
Bias1,,,,,,,,,IB=1.000mA,VSG=-5.000V,IS2=250.0uA,,VSG=-5.000V,IS2=250.0uA,,VSG=-5.000V,IS2=250.0uA,VSG=-20.00V,VSG=20.00V,IS2=250.0uA,VS2S1=100.0V,IS2=250.0uA,IS2=15.00A,IS2=15.00A,IS1=3.000A,VSG=-16.00V,VSG=16.00V,VS2S1=80.00V,IS2=250.0uA
Bias2,,,,,,,,,,,VG2S2=0.000V,,,VG2S2=0.000V,,,VG2S2=0.000V,,,,,VG2S2=0.000V,VG1=10.0V,VG1=4.50V,VGS2=10.0V,,,,VG2S2=0.000V
Bias3,,,,,,,,,,,,,,,,,,,,Vmax=200V,,,VG2=10.0V,VG2=4.50V,,,,,
7,5629,1,1,11,96,1.0000,1.0000,1.0000,4.8661,-0.0001,1.4601,1.0000,-0.0026,1.4598,1.0000,-0.0013,1.4598,-2.0765,5.1766,114.09,1.3941,1.4604,42.462,54.972,0.6773,-2.0245,2.3136,0.7668,1.4598
8,5630,1,1,11,97,1.0000,1.0000,1.0000,5.3618,-0.0046,1.4604,1.0000,-0.0003,1.4604,1.0000,-0.0056,1.4601,-2.4308,6.5607,114.12,1.4154,1.4610,42.470,54.992,0.6763,-1.8290,4.3363,0.7751,1.4598
1,5631,1,1,18,96,1.0000,1.0000,1.0000,6.2682,-0.0001,1.4723,1.0000,-0.0011,1.4601,1.0000,-0.0016,1.4729,-2.9593,3.8444,114.15,1.1197,1.4732,42.490,55.114,0.6773,-2.0642,2.9553,0.6153,1.4729
2,5632,1,1,18,97,1.0000,1.0000,1.0000,6.3199,-0.0019,1.4738,1.0000,-0.0014,1.4607,1.0000,-0.0005,1.4607,-1.2150,5.7571,114.24,1.4154,1.4616,42.509,55.114,0.6773,-0.5247,2.6100,0.7659,1.4604
3,5633,1,1,17,96,1.0000,1.0000,1.0000,5.5930,-0.0007,1.4626,1.0000,-0.0033,1.4620,1.0000,-0.0020,1.4620,-3.3045,7.5690,114.18,1.3971,1.4629,42.466,54.992,0.6773,-3.0784,4.4769,0.7574,1.4626
4,5634,1,1,17,97,1.0000,1.0000,1.0000,5.6994,-0.0009,1.4626,1.0000,-0.0008,1.4623,1.0000,-0.0010,1.4623,-2.0948,5.8885,114.21,1.4093,1.4629,42.486,55.012,0.6770,-2.1345,5.8366,0.7623,1.4623
5,5635,1,1,16,96,1.0000,1.0000,1.0000,5.7603,-0.0024,1.4613,1.0000,-0.0011,1.4650,1.0000,-0.0035,1.4616,-1.3250,5.3355,114.24,1.4154,1.4620,42.442,54.992,0.6776,-0.0740,3.6091,0.7693,1.4610
6,5636,1,1,16,97,1.0000,1.0000,1.0000,6.0309,-0.0063,1.4616,1.0000,-0.0014,1.4647,1.0000,-0.0029,1.4650,-1.1417,6.0993,114.21,1.4063,1.4659,42.478,55.012,0.6776,-1.1387,3.0958,0.7644,1.4653
7,5637,1,1,15,96,1.0000,1.0000,1.0000,5.0851,-0.0012,1.4577,1.0000,-0.0004,1.4623,1.0000,-0.0027,1.4571,-2.5561,6.1085,114.27,1.4367,1.4577,42.440,54.931,0.6760,-2.2048,4.2936,0.7830,1.4571
8,5638,1,1,15,97,1.0000,1.0000,1.0000,4.9512,-0.0017,1.4571,1.0000,-0.0024,1.4623,1.0000,-0.0003,1.4620,-0.2925,4.1499,114.21,1.4398,1.4626,42.438,54.952,0.6766,-0.0770,4.2416,0.7821,1.4616
1,5639,1,1,22,96,1.0000,1.0000,1.0000,6.3990,-0.0007,1.4428,1.0000,-0.0001,1.4422,1.0000,-0.0022,1.4431,-2.6996,4.8099,114.45,1.4398,1.4440,42.263,54.647,0.6757,-2.7882,4.5777,0.7772,1.4440
2,5640,1,1,22,97,1.0000,1.0000,1.0000,6.3138,-0.0004,1.4437,1.0000,-0.0014,1.4431,1.0000,-0.0003,1.4434,-1.0165,3.9300,114.39,1.4459,1.4437,42.275,54.667,0.6757,-0.2619,3.8902,0.7793,1.4431
3,5641,1,1,21,96,1.0000,1.0000,1.0000,5.3040,-0.0029,1.4492,1.0000,-0.0010,1.4486,1.0000,-0.0053,1.4495,-2.0795,5.6410,114.30,1.4063,1.4495,42.312,54.708,0.6773,-1.9726,3.9727,0.7620,1.4492
4,5642,1,1,21,97,1.0000,1.0000,1.0000,5.6325,-0.0020,1.4492,1.0000,-0.0036,1.4489,1.0000,-0.0014,1.4495,-0.5063,4.9352,114.30,1.4093,1.4495,42.344,54.728,0.6770,-0.3581,3.6641,0.7629,1.4486
5,5643,1,1,20,96,1.0000,1.0000,1.0000,6.5054,-0.0007,1.4540,1.0000,-0.0002,1.4550,1.0000,-0.0015,1.4540,-0.8026,6.7318,114.27,1.3697,1.4546,42.399,54.830,0.6773,-0.9706,4.6449,0.7458,1.4540
6,5644,1,1,20,97,1.0000,1.0000,1.0000,5.8485,-0.0002,1.4543,1.0000,-0.0010,1.4546,1.0000,-0.0009,1.4543,-2.2292,5.9313,114.30,1.3880,1.4553,42.421,54.850,0.6773,-2.4125,5.4485,0.7513,1.4543
7,5645,1,1,19,96,1.0000,1.0000,1.0000,4.9816,-0.0013,1.4613,1.0000,-0.0004,1.4546,1.0000,-0.0011,1.4613,-0.5033,4.8252,114.15,1.1228,1.4616,42.547,55.053,0.6773,-0.9065,4.2966,0.6205,1.4616
8,5646,1,1,19,97,1.0000,1.0000,1.0000,5.2158,-0.0004,1.4610,1.0000,-0.0008,1.4537,1.0000,-0.0008,1.4543,-1.8412,3.5786,114.21,1.4063,1.4543,42.543,55.053,0.6773,-1.8351,3.3555,0.7589,1.4540
1,5647,1,1,26,96,1.0000,1.0000,1.0000,6.2621,-0.0039,1.4543,1.0000,-0.0011,1.4528,1.0000,-0.0005,1.4546,-0.8332,5.2132,114.39,1.4093,1.4562,42.470,54.992,0.6773,-1.0806,3.8138,0.7547,1.4556
2,5648,1,1,26,97,1.0000,1.0000,1.0000,6.8217,-0.0006,1.4556,1.0000,-0.0001,1.4534,1.0000,-0.0014,1.4531,-1.8168,6.3865,114.39,1.4215,1.4543,42.480,55.012,0.6770,-0.9157,3.4655,0.7607,1.4531
3,5649,1,1,25,96,1.0000,1.0000,1.0000,5.8545,-0.0032,1.4516,1.0000,-0.0003,1.4504,1.0000,-0.0015,1.4516,-1.0134,6.6524,114.39,1.4002,1.4522,42.432,54.891,0.6776,-1.6519,5.8549,0.7556,1.4519
4,5650,1,1,25,97,1.0000,1.0000,1.0000,5.8150,-0.0021,1.4516,1.0000,-0.0001,1.4504,1.0000,-0.0022,1.4504,-2.2414,4.8802,114.36,1.4093,1.4507,42.442,54.891,0.6776,-1.9054,4.9810,0.7562,1.4501
5,5651,1,1,24,96,1.0000,1.0000,1.0000,5.8393,-0.0048,1.4473,1.0000,-0.0001,1.4467,1.0000,-0.0052,1.4467,-2.7577,7.3001,114.39,1.4154,1.4476,42.305,54.688,0.6770,-1.8626,4.1133,0.7641,1.4467
6,5652,1,1,24,97,1.0000,1.0000,1.0000,6.4811,-0.0004,1.4470,1.0000,-0.0004,1.4467,1.0000,-0.0002,1.4467,-0.1000,5.5738,114.27,1.4184,1.4470,42.320,54.728,0.6766,-0.3750,5.0910,0.7626,1.4464
7,5653,1,1,23,96,1.0000,1.0000,1.0000,5.1550,0.0000,1.4449,1.0000,-0.0022,1.4446,1.0000,-0.0015,1.4449,-2.3331,4.1225,114.39,1.4306,1.4455,42.318,54.688,0.6757,-2.3728,4.6327,0.7732,1.4452
8,5654,1,1,23,97,1.0000,1.0000,1.0000,5.2037,-0.0009,1.4452,1.0000,-0.0020,1.4443,1.0000,-0.0013,1.4443,-1.5327,5.4302,114.33,1.4337,1.4452,42.310,54.708,0.6757,-2.3697,4.3333,0.7742,1.4446
1,5655,1,1,30,96,1.0000,1.0000,1.0000,5.5504,-0.0006,1.4662,1.0000,-0.0007,1.4662,1.0000,-0.0015,1.4665,-2.6569,4.4891,114.39,1.4123,1.4674,42.523,55.155,0.6776,-2.7546,4.6449,0.7504,1.4674
2,5656,1,1,30,97,1.0000,1.0000,1.0000,5.9184,-0.0030,1.4671,1.0000,-0.0001,1.4674,1.0000,-0.0002,1.4674,-0.3964,3.9666,114.33,1.4154,1.4680,42.525,55.195,0.6773,-0.5155,4.0522,0.7519,1.4674
3,5657,1,1,29,96,1.0000,1.0000,1.0000,5.3740,-0.0027,1.4711,1.0000,-0.0012,1.4714,1.0000,-0.0009,1.4711,-2.9990,5.7785,114.27,1.3544,1.4714,42.562,55.236,0.6788,-2.4522,3.7527,0.7226,1.4711
4,5658,1,1,29,97,1.0000,1.0000,1.0000,6.0948,-0.0031,1.4714,1.0000,-0.0007,1.4717,1.0000,-0.0006,1.4714,-1.4716,6.2735,114.33,1.3819,1.4723,42.590,55.256,0.6788,-0.1153,3.1844,0.7339,1.4711
5,5659,1,1,28,96,1.0000,1.0000,1.0000,5.7025,-0.0007,1.4802,1.0000,-0.0026,1.4696,1.0000,-0.0009,1.4796,-3.2281,6.2857,114.21,1.0679,1.4802,42.779,55.520,0.6800,-2.5408,3.1814,0.5809,1.4796
6,5660,1,1,28,97,1.0000,1.0000,1.0000,5.7298,-0.0064,1.4802,1.0000,-0.0006,1.4705,1.0000,-0.0047,1.4699,-1.9848,6.5638,114.24,1.3544,1.4708,42.801,55.479,0.6794,-1.6946,5.2285,0.7181,1.4699
7,5661,1,1,27,96,1.0000,1.0000,1.0000,5.0698,-0.0008,1.4823,1.0000,-0.0054,1.4683,1.0000,-0.0018,1.4817,-3.2006,5.5066,114.21,1.0557,1.4827,42.738,55.499,0.6794,-2.5163,2.6528,0.5736,1.4820
8,5662,1,1,27,97,1.0000,1.0000,1.0000,5.9397,-0.0006,1.4823,1.0000,-0.0044,1.4687,1.0000,-0.0014,1.4690,-0.8912,6.1085,114.24,1.3788,1.4693,42.736,55.499,0.6791,-0.3750,2.8758,0.7297,1.4683
1,5663,1,1,34,96,1.0000,1.0000,1.0000,6.0097,-0.0005,1.4668,1.0000,-0.0032,1.4668,1.0000,-0.0017,1.4668,-3.4603,5.1552,114.39,1.3941,1.4680,42.511,55.195,0.6776,-2.6813,2.2983,0.7385,1.4674
2,5664,1,1,34,97,1.0000,1.0000,1.0000,6.5571,-0.0016,1.4677,1.0000,-0.0003,1.4677,1.0000,-0.0005,1.4680,-1.0470,4.8374,114.33,1.4002,1.4683,42.523,55.215,0.6782,-0.3322,2.1456,0.7406,1.4677
3,5665,1,1,33,96,1.0000,1.0000,1.0000,5.5139,-0.0001,1.4741,1.0000,-0.0001,1.4732,1.0000,-0.0017,1.4738,-2.1620,7.5568,114.36,1.3697,1.4744,42.488,55.195,0.6785,-2.8676,5.2560,0.7318,1.4744
4,5666,1,1,33,97,1.0000,1.0000,1.0000,6.0370,-0.0017,1.4741,1.0000,-0.0016,1.4738,1.0000,-0.0058,1.4735,-1.7893,6.1666,114.30,1.3758,1.4741,42.513,55.215,0.6779,-1.5449,5.7541,0.7309,1.4735
5,5667,1,1,32,96,1.0000,1.0000,1.0000,5.6873,-0.0004,1.4720,1.0000,-0.0023,1.4726,1.0000,-0.0003,1.4720,-1.1936,5.6930,114.39,1.3819,1.4723,42.511,55.195,0.6788,-0.0909,3.2730,0.7373,1.4717
6,5668,1,1,32,97,1.0000,1.0000,1.0000,5.8120,-0.0001,1.4720,1.0000,-0.0005,1.4732,1.0000,-0.0015,1.4732,-0.8301,6.3560,114.36,1.3819,1.4738,42.525,55.195,0.6785,-1.1692,3.8536,0.7342,1.4732
7,5669,1,1,31,96,1.0000,1.0000,1.0000,5.0455,-0.0010,1.4708,1.0000,-0.0009,1.4711,1.0000,-0.0022,1.4702,-2.2933,5.4669,114.51,1.4032,1.4708,42.659,55.317,0.6779,-2.2689,4.8558,0.7473,1.4702
8,5670,1,1,31,97,1.0000,1.0000,1.0000,4.8630,-0.0001,1.4702,1.0000,-0.0032,1.4714,1.0000,-0.0002,1.4714,-1.0440,4.1774,114.42,1.4063,1.4717,42.649,55.337,0.6782,-0.2390,3.2364,0.7470,1.4711
1,5671,1,1,38,96,1.0000,1.0000,1.0000,5.9853,-0.0033,1.4583,1.0000,-0.0002,1.4598,1.0000,-0.0003,1.4589,-1.3525,3.6947,114.36,1.3636,1.4601,42.511,55.114,0.6776,-0.5796,1.7636,0.7226,1.4595
2,5672,1,1,38,97,1.0000,1.0000,1.0000,6.0279,-0.0001,1.4601,1.0000,-0.0015,1.4607,1.0000,-0.0015,1.4604,-2.9776,5.8641,114.39,1.3880,1.4613,42.527,55.114,0.6773,-3.0326,3.7894,0.7379,1.4610
3,5673,1,1,37,96,1.0000,1.0000,1.0000,5.7968,-0.0008,1.4729,1.0000,-0.0024,1.4659,1.0000,-0.0013,1.4729,-0.9096,7.5446,114.24,1.0588,1.4738,42.661,55.337,0.6791,-1.0104,5.6624,0.5754,1.4729
4,5674,1,1,37,97,1.0000,1.0000,1.0000,5.0303,-0.0004,1.4732,1.0000,-0.0069,1.4653,1.0000,-0.0021,1.4656,-2.2995,5.7082,114.24,1.3453,1.4662,42.669,55.317,0.6782,-2.5897,5.4332,0.7141,1.4659
5,5675,1,1,36,96,1.0000,1.0000,1.0000,5.5839,-0.0007,1.4793,1.0000,-0.0004,1.4668,1.0000,-0.0002,1.4796,-2.7852,5.1002,114.21,1.0374,1.4799,42.747,55.479,0.6797,-1.7068,3.8627,0.5626,1.4790
6,5676,1,1,36,97,1.0000,1.0000,1.0000,5.3284,-0.0013,1.4796,1.0000,-0.0043,1.4668,1.0000,0.0000,1.4674,-0.7874,6.5363,114.24,1.3483,1.4680,42.771,55.479,0.6794,-0.2436,3.2211,0.7111,1.4671
7,5677,1,1,35,96,1.0000,1.0000,1.0000,5.1003,-0.0001,1.4659,1.0000,-0.0019,1.4635,1.0000,-0.0037,1.4656,-2.5041,5.4119,114.30,1.3666,1.4662,42.720,55.357,0.6782,-2.7699,3.7986,0.7236,1.4659
8,5678,1,1,35,97,1.0000,1.0000,1.0000,5.1854,-0.0012,1.4659,1.0000,-0.0029,1.4638,1.0000,-0.0005,1.4638,-1.7313,4.8221,114.30,1.3819,1.4641,42.712,55.378,0.6785,-1.5663,2.2097,0.7306,1.4638
1,5679,1,1,42,96,1.0000,1.0000,1.0000,5.8819,-0.0021,1.4647,1.0000,-0.0002,1.4668,1.0000,-0.0052,1.4650,-3.0356,4.8710,114.33,1.4123,1.4659,42.427,55.033,0.6776,-1.6030,2.4603,0.7446,1.4650
2,5680,1,1,42,97,1.0000,1.0000,1.0000,6.1648,-0.0008,1.4656,1.0000,-0.0015,1.4680,1.0000,-0.0015,1.4677,-1.7007,5.0299,114.24,1.4154,1.4687,42.436,55.033,0.6773,-1.2822,4.9810,0.7461,1.4677
3,5681,1,1,41,96,1.0000,1.0000,1.0000,5.7907,-0.0015,1.4638,1.0000,-0.0002,1.4653,1.0000,-0.0003,1.4641,-0.9676,5.2285,114.27,1.3910,1.4644,42.472,55.012,0.6782,-0.7049,4.5563,0.7391,1.4641
4,5682,1,1,41,97,1.0000,1.0000,1.0000,5.8332,-0.0017,1.4638,1.0000,-0.0004,1.4653,1.0000,-0.0018,1.4656,-2.5713,5.1430,114.33,1.3941,1.4656,42.488,55.053,0.6782,-1.5174,3.9055,0.7364,1.4650
5,5683,1,1,40,96,1.0000,1.0000,1.0000,5.1641,-0.0075,1.4632,1.0000,-0.0007,1.4638,1.0000,-0.0077,1.4626,-2.2659,7.1412,114.42,1.3880,1.4638,42.547,55.094,0.6779,-1.8840,5.3538,0.7400,1.4629
6,5684,1,1,40,97,1.0000,1.0000,1.0000,5.5230,-0.0004,1.4626,1.0000,-0.0035,1.4641,1.0000,-0.0009,1.4638,-0.0787,4.4188,114.33,1.3880,1.4641,42.562,55.114,0.6785,-0.2512,4.2783,0.7354,1.4635
7,5685,1,1,39,96,1.0000,1.0000,1.0000,5.2615,-0.0011,1.4626,1.0000,-0.0008,1.4613,1.0000,-0.0007,1.4629,-2.5897,3.6550,114.36,1.4002,1.4632,42.551,55.114,0.6776,-1.9818,3.7222,0.7437,1.4626
8,5686,1,1,39,97,1.0000,1.0000,1.0000,5.3375,-0.0054,1.4629,1.0000,-0.0007,1.4616,1.0000,-0.0055,1.4613,-2.7057,6.5057,114.39,1.4002,1.4623,42.553,55.155,0.6773,-1.8687,3.5541,0.7437,1.4613
1,5687,1,1,46,96,1.0000,1.0000,1.0000,5.9427,-0.0036,1.4851,1.0000,-0.0021,1.4784,1.0000,-0.0020,1.4860,-1.5724,4.5655,114.03,1.0862,1.4869,42.537,55.337,0.6788,-1.1081,1.6903,0.5788,1.4863
2,5688,1,1,46,97,1.0000,1.0000,1.0000,6.0705,-0.0001,1.4866,1.0000,-0.0010,1.4793,1.0000,-0.0013,1.4796,-2.2353,4.8313,113.99,1.3941,1.4802,42.543,55.317,0.6779,-2.9807,4.5685,0.7278,1.4799
3,5689,1,1,45,96,1.0000,1.0000,1.0000,5.1520,-0.0010,1.4985,1.0000,-0.0002,1.4887,1.0000,-0.0006,1.4988,-3.0601,5.7266,113.96,1.0405,1.4988,42.537,55.418,0.6800,-2.2597,4.4586,0.5583,1.4982
4,5690,1,1,45,97,1.0000,1.0000,1.0000,5.2888,-0.0018,1.4985,1.0000,-0.0009,1.4890,1.0000,-0.0015,1.4887,-0.7538,5.1094,113.96,1.3666,1.4893,42.553,55.418,0.6797,-0.0892,2.8392,0.7141,1.4887
5,5691,1,1,44,96,1.0000,1.0000,1.0000,5.6477,-0.0010,1.4775,1.0000,-0.0013,1.4772,1.0000,-0.0009,1.4772,-1.8168,6.4477,114.12,1.3666,1.4781,42.511,55.215,0.6791,-2.5958,4.4463,0.7202,1.4775
6,5692,1,1,44,97,1.0000,1.0000,1.0000,5.7238,-0.0004,1.4778,1.0000,-0.0001,1.4769,1.0000,-0.0001,1.4769,-2.4064,4.2966,114.12,1.3758,1.4772,42.523,55.215,0.6791,-1.8901,4.3394,0.7214,1.4772
7,5693,1,1,43,96,1.0000,1.0000,1.0000,5.7420,-0.0017,1.4690,1.0000,-0.0005,1.4702,1.0000,-0.0001,1.4702,-0.6102,3.6214,114.24,1.4032,1.4702,42.582,55.195,0.6788,-0.1962,2.7414,0.7385,1.4696
8,5694,1,1,43,97,1.0000,1.0000,1.0000,5.1489,-0.0008,1.4699,1.0000,-0.0004,1.4699,1.0000,-0.0013,1.4702,-1.7710,5.7296,114.21,1.4002,1.4708,42.578,55.236,0.6782,-1.9573,2.6375,0.7367,1.4702
1,5695,1,1,50,96,1.0000,1.0000,1.0000,5.7663,-0.0014,1.4738,1.0000,-0.0065,1.4772,1.0000,-0.0012,1.4738,-3.1945,5.7266,114.03,1.4245,1.4750,42.194,54.931,0.6766,-3.0356,3.7680,0.7461,1.4747
2,5696,1,1,50,97,1.0000,1.0000,1.0000,5.8545,-0.0046,1.4744,1.0000,-0.0001,1.4784,1.0000,-0.0043,1.4781,-2.2414,4.1255,113.96,1.4276,1.4787,42.202,54.931,0.6770,-1.6335,4.3211,0.7464,1.4781
3,5697,1,1,49,96,1.0000,1.0000,1.0000,4.9695,-0.0009,1.4827,1.0000,-0.0009,1.4857,1.0000,-0.0004,1.4823,-1.3219,7.2207,114.12,1.4002,1.4833,42.255,55.053,0.6791,-0.5827,3.8566,0.7354,1.4827
4,5698,1,1,49,97,1.0000,1.0000,1.0000,5.1793,-0.0006,1.4830,1.0000,-0.0018,1.4854,1.0000,-0.0019,1.4854,-2.2536,6.7624,114.03,1.3971,1.4863,42.271,55.073,0.6779,-2.5744,3.9422,0.7324,1.4860
5,5699,1,1,48,96,1.0000,1.0000,1.0000,5.6721,-0.0037,1.4811,1.0000,-0.0007,1.4830,1.0000,-0.0032,1.4811,-2.2750,6.1146,114.06,1.3971,1.4820,42.362,55.114,0.6782,-2.1834,5.9802,0.7358,1.4814
6,5700,1,1,48,97,1.0000,1.0000,1.0000,5.3649,-0.0015,1.4811,1.0000,-0.0036,1.4827,1.0000,-0.0006,1.4830,-0.3444,4.3730,113.99,1.3971,1.4833,42.383,55.155,0.6785,-0.4131,3.5205,0.7324,1.4827
7,5701,1,1,47,96,1.0000,1.0000,1.0000,5.4135,-0.0017,1.4772,1.0000,-0.0020,1.4790,1.0000,-0.0015,1.4772,-3.0143,4.3883,114.12,1.3819,1.4775,42.450,55.195,0.6776,-2.1467,2.3167,0.7278,1.4769
8,5702,1,1,47,97,1.0000,1.0000,1.0000,5.5169,-0.0004,1.4775,1.0000,-0.0006,1.4796,1.0000,-0.0007,1.4790,-1.9757,6.4507,114.15,1.4093,1.4802,42.456,55.215,0.6776,-0.8179,3.3433,0.7397,1.4790
1,5703,1,1,54,96,1.0000,1.0000,1.0000,5.8971,-0.0013,1.4936,1.0000,-0.0015,1.4839,1.0000,-0.0003,1.4942,-1.1692,5.6655,113.39,1.0923,1.4954,42.177,55.114,0.6779,-0.7477,2.5611,0.5791,1.4948
2,5704,1,1,54,97,1.0000,1.0000,1.0000,5.9306,-0.0008,1.4951,1.0000,-0.0010,1.4845,1.0000,-0.0019,1.4845,-2.5713,5.2469,113.51,1.4215,1.4848,42.188,55.073,0.6773,-3.0173,4.4891,0.7358,1.4848
3,5705,1,1,53,96,1.0000,1.0000,1.0000,5.2493,-0.0012,1.4836,1.0000,-0.0001,1.4820,1.0000,-0.0016,1.4836,-3.2800,5.8091,113.72,1.3941,1.4842,42.186,54.992,0.6782,-2.3117,4.2049,0.7269,1.4833
4,5706,1,1,53,97,1.0000,1.0000,1.0000,5.4409,-0.0014,1.4842,1.0000,-0.0009,1.4827,1.0000,-0.0016,1.4820,-1.8535,7.3185,113.66,1.4002,1.4833,42.212,55.012,0.6779,-0.9859,4.5319,0.7294,1.4823
5,5707,1,1,52,96,1.0000,1.0000,1.0000,5.4774,-0.0001,1.4823,1.0000,-0.0015,1.4827,1.0000,-0.0007,1.4830,-0.4330,5.2957,113.84,1.3880,1.4836,42.171,54.952,0.6782,-0.9309,5.1766,0.7290,1.4830
6,5708,1,1,52,97,1.0000,1.0000,1.0000,5.8272,-0.0015,1.4827,1.0000,-0.0011,1.4820,1.0000,-0.0019,1.4827,-2.2139,4.4677,113.78,1.3941,1.4827,42.184,54.952,0.6779,-1.8229,3.0408,0.7272,1.4823
7,5709,1,1,51,96,1.0000,1.0000,1.0000,5.2189,-0.0021,1.4757,1.0000,-0.0018,1.4769,1.0000,-0.0067,1.4750,-2.6202,5.9038,113.96,1.4215,1.4757,42.267,54.992,0.6776,-1.4472,2.9155,0.7446,1.4750
8,5710,1,1,51,97,1.0000,1.0000,1.0000,5.0607,-0.0011,1.4753,1.0000,-0.0062,1.4769,1.0000,-0.0002,1.4769,-0.1306,4.9413,113.81,1.4184,1.4778,42.267,55.033,0.6776,-0.4513,4.7549,0.7425,1.4766
1,5711,3,3,58,96,1.0000,1.0000,1.0000,5.1368,9999
2,5712,3,3,58,97,1.0000,1.0000,1.0000,5.4561,9999
3,5713,1,1,57,96,1.0000,1.0000,1.0000,5.5382,-0.0024,1.4954,1.0000,-0.0007,1.4967,1.0000,-0.0001,1.4954,-3.1914,3.5877,113.57,1.3941,1.4960,42.106,54.992,0.6779,-2.3972,2.8514,0.7233,1.4954
4,5714,1,1,57,97,1.0000,1.0000,1.0000,5.1976,-0.0011,1.4954,1.0000,-0.0004,1.4967,1.0000,-0.0006,1.4973,-1.6824,4.0338,113.48,1.4063,1.4970,42.123,54.992,0.6779,-1.9482,4.1102,0.7321,1.4967
5,5715,1,1,56,96,1.0000,1.0000,1.0000,5.9154,-0.0016,1.4903,1.0000,-0.0004,1.4930,1.0000,-0.0016,1.4900,-2.3422,6.2888,113.54,1.3697,1.4909,42.127,54.992,0.6779,-2.9501,4.1377,0.7147,1.4903
6,5716,1,1,56,97,1.0000,1.0000,1.0000,5.5382,-0.0017,1.4903,1.0000,-0.0015,1.4930,1.0000,-0.0005,1.4930,-0.5399,6.7135,113.54,1.3971,1.4939,42.145,55.012,0.6776,-0.4666,4.5533,0.7278,1.4930
7,5717,1,1,55,96,1.0000,1.0000,1.0000,5.6629,-0.0017,1.4912,1.0000,-0.0003,1.4857,1.0000,-0.0020,1.4918,-0.5705,3.2364,113.39,1.1197,1.4921,42.305,55.215,0.6779,-0.7874,3.6519,0.5907,1.4915
8,5718,1,1,55,97,1.0000,1.0000,1.0000,5.3162,-0.0050,1.4915,1.0000,-0.0011,1.4860,1.0000,-0.0050,1.4857,-1.9084,4.2386,113.48,1.4215,1.4860,42.301,55.195,0.6776,-1.0592,4.4097,0.7354,1.4851
1,5719,1,1,62,96,1.0000,1.0000,1.0000,6.0583,-0.0012,1.5137,1.0000,-0.0019,1.5158,1.0000,-0.0036,1.5140,-2.7577,5.2957,113.14,1.4306,1.5146,42.631,55.682,0.6782,-2.9501,4.3088,0.7345,1.5149
2,5720,1,1,62,97,1.0000,1.0000,1.0000,6.2286,-0.0015,1.5146,1.0000,-0.0013,1.5167,1.0000,-0.0043,1.5164,-1.4838,4.4005,113.08,1.4337,1.5174,42.645,55.743,0.6782,-0.8118,4.6052,0.7361,1.5167
3,5721,1,1,61,96,1.0000,1.0000,1.0000,5.2888,-0.0031,1.5146,1.0000,0.0000,1.5180,1.0000,-0.0053,1.5152,-1.3189,5.5310,113.26,1.3971,1.5155,42.429,55.499,0.6794,-0.7965,3.8383,0.7284,1.5149
4,5722,1,1,61,97,1.0000,1.0000,1.0000,5.4592,-0.0011,1.5152,1.0000,-0.0002,1.5177,1.0000,-0.0010,1.5180,-2.8401,5.9954,113.23,1.4032,1.5183,42.448,55.499,0.6788,-1.7221,3.4350,0.7269,1.5177
5,5723,1,1,60,96,1.0000,1.0000,1.0000,6.0705,-0.0001,1.5097,1.0000,-0.0001,1.5131,1.0000,-0.0012,1.5094,-1.0073,7.0251,113.45,1.3880,1.5107,42.375,55.378,0.6785,-0.8087,5.3110,0.7272,1.5094
6,5724,1,1,60,97,1.0000,1.0000,1.0000,5.2949,-0.0035,1.5094,1.0000,-0.0002,1.5134,1.0000,-0.0030,1.5134,-0.3322,4.1591,113.33,1.3941,1.5134,42.381,55.378,0.6785,-0.3841,4.1836,0.7239,1.5128
7,5725,1,1,59,96,1.0000,1.0000,1.0000,5.4713,-0.0017,1.5015,1.0000,-0.0007,1.5064,1.0000,-0.0013,1.5015,-2.5561,3.9269,113.48,1.4215,1.5018,42.340,55.297,0.6776,-1.5938,3.4839,0.7412,1.5009
8,5726,1,1,59,97,1.0000,1.0000,1.0000,5.4592,-0.0014,1.5018,1.0000,-0.0003,1.5067,1.0000,-0.0045,1.5064,-1.3250,6.3896,113.45,1.4184,1.5076,42.356,55.378,0.6776,-0.5002,3.3678,0.7391,1.5064
1,5727,1,1,66,96,1.0000,1.0000,1.0000,5.7815,-0.0016,1.5158,1.0000,-0.0013,1.5198,1.0000,-0.0019,1.5167,-1.5174,3.9544,112.35,1.4002,1.5174,43.436,56.473,0.6800,-0.8118,4.2599,0.6980,1.5167
2,5728,1,1,66,97,1.0000,1.0000,1.0000,6.4415,-0.0021,1.5170,1.0000,-0.0007,1.5201,1.0000,-0.0016,1.5204,-1.0715,4.0461,112.23,1.4002,1.5207,43.440,56.514,0.6806,-0.4300,2.1700,0.6946,1.5201
